id,idade,estado,cidade,bairro,sexo,estilo_musical,bebida_alcoolica,tem_filhos,ja_foi_casado,atividade_fisica,idade_minima_parceiro,idade_maxima_parceiro,parceiro_pode_ter_filhos,parceiro_pode_beber,parceiro_pode_ser_casado,frase_identificacao,data_cadastro
331,23,GO,Goiânia,Jardim liberdade ,Feminino,Sertanejo,Bebo Socialmente,Não,Não,3x por semana,23,28,Sim,Tanto Faz,Sim,Experiências e viagens,2025-04-01 15:21:49
332,40,GO,Aparecida de Goiânia,Buriti sereno ,Feminino,Pagode,Nos Finais de Semana,Sim,Não,Diariamente,27,40,Não,Não,Não,Vida simples com família,2025-04-01 15:22:33
334,61,GO,Trindade,Maysa,Feminino,MPB,Bebo Socialmente,Não,Não,Diariamente,50,60,Não,Não,Não,Equilíbrio material/espiritual,2025-04-01 15:26:40
335,60,GO,Goiânia,Crimeia Leste,Feminino,MPB,Não Bebo,Sim,Sim,1x por semana,55,60,Não,Tanto Faz,Não,Equilíbrio material/espiritual,2025-04-01 15:27:31
336,22,GO,Goiânia,Setor Sul ,Feminino,Sertanejo,Bebo Socialmente,Não,Não,1x por semana,23,50,Sim,Não,Sim,Vida simples com família,2025-04-01 15:28:59
338,37,GO,Goiânia,Parque Amazônia ,Feminino,Rock,Não Bebo,Não,Sim,Diariamente,30,39,Tanto Faz,Tanto Faz,Tanto Faz,Experiências e viagens,2025-04-01 15:33:55
339,34,GO,Goiânia,Jardim América ,Feminino,Sertanejo,Bebo Socialmente,Não,Não,Diariamente,28,45,Tanto Faz,Tanto Faz,Tanto Faz,Vida simples com família,2025-04-01 15:38:45
340,29,GO,Anápolis,Jaiara,Feminino,MPB,Bebo Socialmente,Não,Sim,Diariamente,24,40,Tanto Faz,Tanto Faz,Tanto Faz,Vida simples com família,2025-04-01 15:42:59
341,32,GO,Goiânia,Vera Cruz ,Feminino,Sertanejo,Bebo Socialmente,Sim,Sim,3x por semana,25,55,Não,Não,Não,Equilíbrio material/espiritual,2025-04-01 15:48:39
342,34,GO,Goiânia,Setor Pedro,Feminino,Sertanejo,Não Bebo,Não,Não,1x por semana,29,42,Sim,Sim,Sim,Equilíbrio material/espiritual,2025-04-01 15:51:05
344,36,GO,Goiânia,Leste universitário ,Feminino,Pagode,Nos Finais de Semana,Não,Sim,3x por semana,30,40,Tanto Faz,Tanto Faz,Tanto Faz,Experiências e viagens,2025-04-01 15:54:02
346,36,GO,Goiânia,Goiá ,Feminino,Rock,Bebo Socialmente,Sim,Sim,1x por semana,25,50,Não,Não,Não,Riqueza espiritual,2025-04-01 16:05:01
347,49,GO,Goiânia,Recanto do Bosque ,Feminino,Pop,Não Bebo,Sim,Sim,Não gosto,45,60,Não,Sim,Não,Equilíbrio material/espiritual,2025-04-01 16:06:16
349,38,GO,Goiânia,Pq Atheneu ,Feminino,Pagode,Não Bebo,Sim,Sim,3x por semana,35,47,Tanto Faz,Sim,Tanto Faz,Equilíbrio material/espiritual,2025-04-01 16:12:34
351,29,GO,Goiânia,Setor Centro,Feminino,Pagode,Bebo Socialmente,Não,Não,Diariamente,26,37,Sim,Tanto Faz,Tanto Faz,Experiências e viagens,2025-04-01 16:22:00
352,28,GO,Goiânia,Alto da Glória ,Masculino,Sertanejo,Bebo Socialmente,Não,Não,Diariamente,18,40,Tanto Faz,Não,Não,Experiências e viagens,2025-04-01 16:22:00
354,53,GO,Goiânia,Conjunto Caiçara,Feminino,Pop,Bebo Socialmente,Sim,Sim,3x por semana,45,60,Tanto Faz,Tanto Faz,Tanto Faz,Experiências e viagens,2025-04-01 16:28:04
357,43,GO,Goiânia,Jardim olímpico ,Feminino,MPB,Não Bebo,Não,Não,1x por semana,30,50,Tanto Faz,Sim,Não,Experiências e viagens,2025-04-01 16:47:40
358,23,GO,Goiânia,Setor Bueno ,Feminino,Sertanejo,Bebo Socialmente,Não,Não,Diariamente,25,40,Não,Não,Não,Vida simples com família,2025-04-01 16:52:12
359,30,GO,Aparecida de Goiânia,Vila mariana ,Feminino,Sertanejo,Não Bebo,Não,Não,Diariamente,24,49,Não,Não,Não,Experiências e viagens,2025-04-01 16:59:56
361,32,GO,Goiânia,Setor oeste,Feminino,Rock,Nos Finais de Semana,Não,Não,1x por semana,30,48,Tanto Faz,Tanto Faz,Tanto Faz,Equilíbrio material/espiritual,2025-04-01 17:23:32
362,31,GO,Goiânia,Negrão de Lima ,Feminino,Pagode,Nos Finais de Semana,Não,Não,Diariamente,28,40,Não,Não,Não,Experiências e viagens,2025-04-01 17:24:08
363,38,GO,Goiânia,Setor campinas ,Feminino,Sertanejo,Não Bebo,Sim,Não,3x por semana,38,42,Não,Tanto Faz,Não,Vida simples com família,2025-04-01 17:34:27
365,31,GO,Goiânia,Residencial Eldorado ,Feminino,Pagode,Bebo Socialmente,Não,Não,Diariamente,30,35,Sim,Não,Não,Vida simples com família,2025-04-01 17:41:20
367,47,GO,Aparecida de Goiânia,Independência ,Feminino,Sertanejo,Não Bebo,Sim,Não,Diariamente,37,57,Não,Não,Não,Experiências e viagens,2025-04-01 17:54:32
370,21,GO,Goianira,vila adilair ,Feminino,Sertanejo,Bebo Socialmente,Não,Não,Diariamente,22,35,Tanto Faz,Tanto Faz,Tanto Faz,Experiências e viagens,2025-04-01 18:08:38
371,34,GO,Goiânia,Setor leste universitário ,Feminino,Pagode,Nos Finais de Semana,Não,Não,3x por semana,29,45,Não,Não,Não,Riqueza espiritual,2025-04-01 18:09:21
372,27,GO,Goiânia,Jardim América ,Feminino,MPB,Não Bebo,Não,Não,Diariamente,28,38,Sim,Sim,Não,Vida simples com família,2025-04-01 18:13:21
373,49,GO,Goiânia,Jardim Fonte Nova,Feminino,Rock,Nos Finais de Semana,Sim,Sim,Diariamente,40,60,Não,Não,Não,Vida simples com família,2025-04-01 18:19:58
374,33,GO,Senador Canedo,Flor do ipê ,Feminino,Rock,Não Bebo,Sim,Sim,1x por semana,30,50,Sim,Sim,Não,Riqueza espiritual,2025-04-01 18:21:23
375,23,GO,Goiânia,Coimbra ,Masculino,Rock,Nos Finais de Semana,Não,Não,Diariamente,18,55,Não,Não,Não,Vida simples com família,2025-04-01 18:25:27
376,29,GO,Goiânia,Vila Alpes,Feminino,Pagode,Nos Finais de Semana,Não,Não,3x por semana,27,50,Não,Não,Não,Experiências e viagens,2025-04-01 18:40:16
378,27,GO,Abadiânia,Planalmira,Masculino,Rock,Não Bebo,Não,Não,3x por semana,18,37,Sim,Sim,Sim,Experiências e viagens,2025-04-01 18:50:56
379,38,GO,Goiânia,Negrão de lima ,Feminino,Pagode,Não Bebo,Não,Não,Diariamente,34,43,Tanto Faz,Tanto Faz,Tanto Faz,Riqueza espiritual,2025-04-01 18:59:47
380,32,GO,Goiânia,Santa Genoveva ,Masculino,Rock,Nos Finais de Semana,Não,Não,3x por semana,24,60,Tanto Faz,Tanto Faz,Tanto Faz,Experiências e viagens,2025-04-01 19:00:47
381,50,GO,Goiânia,Cidade Jardim ,Feminino,Rock,Não Bebo,Sim,Sim,3x por semana,40,55,Não,Não,Não,Experiências e viagens,2025-04-01 19:00:54
382,31,GO,Goiânia,Marista,Feminino,Rock,Não Bebo,Não,Sim,Não gosto,29,40,Sim,Tanto Faz,Tanto Faz,Riqueza espiritual,2025-04-01 19:09:02
386,37,GO,Goiânia,Parque Amazônia ,Masculino,Pop,Não Bebo,Não,Não,Diariamente,18,40,Sim,Sim,Tanto Faz,Experiências e viagens,2025-04-01 19:33:40
387,26,GO,Goiânia,Jardim América,Feminino,Sertanejo,Bebo Socialmente,Não,Não,Diariamente,27,35,Não,Não,Não,Experiências e viagens,2025-04-01 19:47:41
388,33,GO,Senador Canedo,Canedo 3,Feminino,Sertanejo,Nos Finais de Semana,Não,Sim,3x por semana,18,33,Tanto Faz,Não,Não,Vida simples com família,2025-04-01 19:49:39
390,18,GO,Aparecida de Goiânia,Papillon Park,Feminino,Sertanejo,Nos Finais de Semana,Sim,Sim,Diariamente,18,40,Não,Não,Não,Vida simples com família,2025-04-01 19:51:27
391,36,GO,Aparecida de Goiânia,Jardim Nova Era ,Feminino,Samba,Não Bebo,Não,Sim,1x por semana,33,40,Sim,Tanto Faz,Tanto Faz,Vida simples com família,2025-04-01 20:00:20
393,46,GO,Goiânia,Jardim América ,Feminino,Rock,Bebo Socialmente,Sim,Sim,1x por semana,36,50,Não,Não,Não,Equilíbrio material/espiritual,2025-04-01 20:27:40
401,48,GO,Goiânia,Sudoeste ,Feminino,MPB,Não Bebo,Sim,Sim,Diariamente,40,50,Não,Sim,Não,Equilíbrio material/espiritual,2025-04-01 21:30:00
402,31,GO,Goiânia,Garavelo,Feminino,Rock,Não Bebo,Não,Sim,3x por semana,28,40,Sim,Sim,Tanto Faz,Vida simples com família,2025-04-01 21:35:33
403,47,GO,Goiânia,Goiânia 2 ,Feminino,Pagode,Bebo Socialmente,Não,Sim,Diariamente,28,45,Tanto Faz,Não,Não,Vida simples com família,2025-04-01 21:37:06
405,35,GO,Goiânia,Jardim Guanabara ,Feminino,Sertanejo,Bebo Socialmente,Sim,Sim,Diariamente,30,37,Não,Sim,Sim,Riqueza espiritual,2025-04-01 21:57:54
406,32,GO,Uruaçu,Central,Feminino,Sertanejo,Não Bebo,Não,Não,3x por semana,28,40,Não,Não,Não,Vida simples com família,2025-04-01 22:06:14
407,34,GO,Goiânia,Setor Pedro ,Feminino,MPB,Não Bebo,Sim,Sim,Diariamente,33,43,Não,Tanto Faz,Tanto Faz,Equilíbrio material/espiritual,2025-04-01 22:06:23
408,24,GO,Goiânia,Jardim Goiás ,Feminino,Sertanejo,Bebo Socialmente,Não,Não,Diariamente,18,50,Não,Não,Não,Experiências e viagens,2025-04-01 22:22:13
410,53,GO,Goiânia,Jardim Nova Esperança ,Feminino,Sertanejo,Bebo Socialmente,Não,Sim,3x por semana,46,58,Tanto Faz,Não,Tanto Faz,Riqueza espiritual,2025-04-01 22:32:53
411,27,GO,Aparecida de Goiânia,Garavelo ,Feminino,Rock,Não Bebo,Não,Não,Diariamente,27,34,Sim,Tanto Faz,Tanto Faz,Equilíbrio material/espiritual,2025-04-01 22:41:49
414,39,GO,Goiânia,Vila Nova,Feminino,MPB,Bebo Socialmente,Sim,Sim,Diariamente,39,47,Sim,Sim,Sim,Vida simples com família,2025-04-01 22:53:23
418,32,GO,Goiânia,Campinas,Masculino,MPB,Não Bebo,Não,Não,1x por semana,21,32,Sim,Sim,Sim,Vida simples com família,2025-04-01 23:07:54
419,40,GO,Goianira,Centro,Masculino,Rock,Não Bebo,Não,Não,Diariamente,20,32,Sim,Não,Sim,Equilíbrio material/espiritual,2025-04-01 23:10:16
423,27,GO,Goiânia,Centro,Masculino,Sertanejo,Nos Finais de Semana,Não,Não,1x por semana,18,30,Não,Não,Não,Experiências e viagens,2025-04-01 23:23:47
428,45,GO,Catalão,Ipanema ,Feminino,Rock,Bebo Socialmente,Não,Sim,3x por semana,40,55,Tanto Faz,Tanto Faz,Tanto Faz,Vida simples com família,2025-04-02 00:01:29
429,35,GO,Goiânia,Barravento ,Feminino,Rock,Nos Finais de Semana,Não,Não,Diariamente,30,45,Sim,Não,Não,Riqueza espiritual,2025-04-02 00:04:28
430,33,GO,Goiânia,Eldorado,Masculino,Pagode,Bebo Socialmente,Não,Não,3x por semana,18,35,Sim,Tanto Faz,Tanto Faz,Vida simples com família,2025-04-02 00:17:41
431,39,GO,Goiânia,Parque das Laranjeiras ,Feminino,Sertanejo,Bebo Socialmente,Sim,Sim,Diariamente,30,49,Não,Não,Não,Equilíbrio material/espiritual,2025-04-02 00:20:36
434,32,GO,Goiânia,Jd colorado,Feminino,Rock,Bebo Socialmente,Não,Sim,Diariamente,28,39,Tanto Faz,Não,Não,Experiências e viagens,2025-04-02 00:54:11
439,35,GO,Goiânia,Centro,Feminino,Rock,Nos Finais de Semana,Não,Não,3x por semana,30,42,Sim,Não,Não,Equilíbrio material/espiritual,2025-04-02 02:44:46
447,34,GO,Goiânia,Setor Bela Vista ,Feminino,Rock,Bebo Socialmente,Não,Não,1x por semana,25,35,Sim,Não,Não,Experiências e viagens,2025-04-02 11:13:20
452,51,GO,Jataí,Residencial Brisas,Feminino,Sertanejo,Não Bebo,Sim,Sim,Diariamente,49,59,Não,Sim,Não,Equilíbrio material/espiritual,2025-04-02 13:13:59
457,37,GO,Goiânia,Parque das Laranjeiras,Masculino,Rock,Nos Finais de Semana,Sim,Sim,Diariamente,25,37,Não,Tanto Faz,Tanto Faz,Vida simples com família,2025-04-02 18:55:36
460,30,GO,Goiânia,Bueno,Feminino,Pagode,Nos Finais de Semana,Não,Não,1x por semana,38,55,Não,Não,Não,Riqueza espiritual,2025-04-02 22:10:14
461,29,GO,Goiânia,Setor leste vila nova ,Feminino,Rock,Bebo Socialmente,Não,Não,Diariamente,30,40,Não,Não,Não,Equilíbrio material/espiritual,2025-04-02 23:05:25
466,50,GO,Goiânia,Jardim Atlântico ,Feminino,MPB,Bebo Socialmente,Sim,Sim,Diariamente,40,56,Não,Não,Não,Equilíbrio material/espiritual,2025-04-03 08:23:04
10,23,GO,Goiânia,Tremendão ,Feminino,Rock,Não Bebo,Não,Sim,Diariamente,27,35,Sim,Tanto Faz,Tanto Faz,Equilíbrio material/espiritual,2025-03-31 22:50:46
45,19,GO,Trindade,Luzia Monteiro ,Feminino,Sertanejo,Bebo Socialmente,Não,Não,3x por semana,20,25,Não,Não,Sim,Experiências e viagens,2025-03-31 23:44:21
57,25,GO,Goiânia,Jardim mariliza ,Feminino,Rock,Não Bebo,Sim,Sim,Diariamente,27,35,Tanto Faz,Tanto Faz,Não,Vida simples com família,2025-03-31 23:51:19
73,24,GO,Padre Bernardo,T,Feminino,Sertanejo,Nos Finais de Semana,Sim,Sim,Diariamente,25,50,Tanto Faz,Tanto Faz,Tanto Faz,Vida glamourosa,2025-04-01 00:16:49
76,33,GO,Formosa,Centro,Feminino,Sertanejo,Nos Finais de Semana,Sim,Não,3x por semana,25,45,Tanto Faz,Tanto Faz,Tanto Faz,Vida simples com família,2025-04-01 00:18:55
93,34,GO,Goiânia,Bueno,Feminino,Sertanejo,Não Bebo,Não,Sim,3x por semana,28,40,Sim,Tanto Faz,Não,Vida simples com família,2025-04-01 00:41:47
97,27,GO,Anápolis,Jundiaí ,Feminino,Pop,Não Bebo,Não,Não,Não gosto,27,37,Sim,Tanto Faz,Sim,Equilíbrio material/espiritual,2025-04-01 00:45:26
98,35,GO,Goiânia,Parque Amazônia ,Feminino,Pagode,Bebo Socialmente,Sim,Sim,Diariamente,30,42,Não,Não,Não,Experiências e viagens,2025-04-01 00:45:38
102,26,GO,Goiânia,Jardim Balneário ,Feminino,Sertanejo,Bebo Socialmente,Não,Não,Diariamente,28,38,Sim,Não,Não,Vida simples com família,2025-04-01 00:51:18
106,33,GO,Goiânia,Negrão de Lima ,Feminino,MPB,Não Bebo,Sim,Sim,Diariamente,33,45,Não,Tanto Faz,Tanto Faz,Vida simples com família,2025-04-01 00:53:10
112,47,GO,Goiânia,Jardim Goiás ,Feminino,Rock,Não Bebo,Sim,Sim,3x por semana,40,57,Tanto Faz,Tanto Faz,Tanto Faz,Equilíbrio material/espiritual,2025-04-01 00:58:32
113,33,GO,Goiânia,JD. América,Feminino,Rock,Bebo Socialmente,Não,Não,Diariamente,25,53,Tanto Faz,Tanto Faz,Tanto Faz,Riqueza espiritual,2025-04-01 00:59:04
117,35,GO,Goiânia,Jardim Atlântico ,Feminino,Rock,Nos Finais de Semana,Sim,Não,Diariamente,29,42,Tanto Faz,Tanto Faz,Tanto Faz,Experiências e viagens,2025-04-01 01:01:43
